iter,outer_iter,t_granted,cosim_dt,tx_tds_step,state,updated,P_total,Q_total,Vmag,Vang_rad,fault_idx,fault_bus,fault_active,fault_rf,fault_xf,fault_bus_vmag,fault_bus_vang_rad,event_line_idx,event_bus1,event_bus2,event_line_status,event_bus1_vmag,event_bus1_vang_rad,event_bus2_vmag,event_bus2_vang_rad,event_bus_angle_diff_deg,postfault_line_idx,postfault_bus1,postfault_bus2,postfault_line_status,delta_min_deg,delta_max_deg,delta_spread_deg,delta_min_idx,delta_min_bus,delta_max_idx,delta_max_bus,omega_min_pu,omega_max_pu,omega_max_dev,omega_min_idx,omega_min_bus,omega_max_idx,omega_max_bus,vf_min_pu,vf_max_pu,vf_min_idx,vf_min_bus,vf_max_idx,vf_max_bus
50,1,0.132,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.008680164527762,-0.17737350532728965,Fault_Interface,14,0.0,0.0,0.3,1.008680164527762,-0.17737350532728965,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322914200473,1.9941166464243962,GENROU_5,8,GENROU_2,2
51,1,0.135,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801644150154,-0.17737350552416428,Fault_Interface,14,0.0,0.0,0.3,1.0086801644150154,-0.17737350552416428,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322923508514,1.994116656720243,GENROU_5,8,GENROU_2,2
52,1,0.138,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801643109373,-0.1773735057134283,Fault_Interface,14,0.0,0.0,0.3,1.0086801643109373,-0.1773735057134283,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322931625032,1.9941166664011725,GENROU_5,8,GENROU_2,2
53,1,0.14100000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801643109373,-0.1773735058950842,Fault_Interface,14,0.0,0.0,0.3,1.0086801643109373,-0.1773735058950842,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322940723879,1.9941166755367277,GENROU_5,8,GENROU_2,2
54,1,0.14400000000000002,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801641292524,-0.177373506069192,Fault_Interface,14,0.0,0.0,0.3,1.0086801641292524,-0.177373506069192,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322948643826,1.9941166841168332,GENROU_5,8,GENROU_2,2
55,1,0.14700000000000002,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801641292524,-0.17737350622892903,Fault_Interface,14,0.0,0.0,0.3,1.0086801641292524,-0.17737350622892903,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322955570138,1.9941166922004294,GENROU_5,8,GENROU_2,2
56,1,0.15000000000000002,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801640001704,-0.17737350637764868,Fault_Interface,14,0.0,0.0,0.3,1.0086801640001704,-0.17737350637764868,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322961424609,1.9941166994606512,GENROU_5,8,GENROU_2,2
57,1,0.153,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801640001704,-0.17737350651732003,Fault_Interface,14,0.0,0.0,0.3,1.0086801640001704,-0.17737350651732003,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322968454712,1.994116705665141,GENROU_5,8,GENROU_2,2
58,1,0.156,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.00868016388883,-0.17737350664742824,Fault_Interface,14,0.0,0.0,0.3,1.00868016388883,-0.17737350664742824,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322975418115,1.9941167109238507,GENROU_5,8,GENROU_2,2
59,1,0.159,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.00868016388883,-0.17737350677760122,Fault_Interface,14,0.0,0.0,0.3,1.00868016388883,-0.17737350677760122,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485432298164596,1.9941167153782728,GENROU_5,8,GENROU_2,2
