t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_on,cap_fraction,tap_pu,restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3
6.98,1,1138,NEXT_STEP,True,1.029993,-2.008986,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.0,1,1140,ITERATING,True,1.029993,-2.008928,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.005,1,1141,NEXT_STEP,True,1.029993,-2.008914,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.025,1,1143,ITERATING,True,1.029993,-2.008859,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.03,1,1144,NEXT_STEP,True,1.029993,-2.008847,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.05,1,1146,ITERATING,True,1.029993,-2.008797,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.055,1,1147,NEXT_STEP,True,1.029993,-2.008785,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.075,1,1149,ITERATING,True,1.029993,-2.008741,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.08,1,1150,NEXT_STEP,True,1.029993,-2.00873,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.1,1,1152,ITERATING,True,1.029993,-2.00869,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.105,1,1153,NEXT_STEP,True,1.029993,-2.008681,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.125,1,1155,ITERATING,True,1.029993,-2.008645,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.13,1,1156,NEXT_STEP,True,1.029993,-2.008636,650,1.029837,1.029811,1.029869,1.029831,1.029837,dist_bus,650,1.029837,1.029837,1.029837,DISABLED,1.029993,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.15,1,1158,ITERATING,True,1.029992,-2.008605,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.155,1,1159,NEXT_STEP,True,1.029992,-2.008598,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.175,1,1161,ITERATING,True,1.029992,-2.008571,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.18,1,1162,NEXT_STEP,True,1.029992,-2.008564,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.2,1,1164,ITERATING,True,1.029992,-2.008542,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.205,1,1165,NEXT_STEP,True,1.029992,-2.008536,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.225,1,1167,ITERATING,True,1.029992,-2.008518,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.23,1,1168,NEXT_STEP,True,1.029992,-2.008514,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.25,1,1170,ITERATING,True,1.029992,-2.008499,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.255,1,1171,NEXT_STEP,True,1.029992,-2.008496,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.275,1,1173,ITERATING,True,1.029992,-2.008485,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.28,1,1174,NEXT_STEP,True,1.029992,-2.008483,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.3,1,1176,ITERATING,True,1.029992,-2.008476,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.305,1,1177,NEXT_STEP,True,1.029992,-2.008475,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.325,1,1179,ITERATING,True,1.029992,-2.008471,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.33,1,1180,NEXT_STEP,True,1.029992,-2.008471,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.35,1,1182,ITERATING,True,1.029992,-2.008472,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.355,1,1183,NEXT_STEP,True,1.029992,-2.008472,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.375,1,1185,ITERATING,True,1.029992,-2.008476,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.38,1,1186,NEXT_STEP,True,1.029992,-2.008478,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.4,1,1188,ITERATING,True,1.029992,-2.008485,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.405,1,1189,NEXT_STEP,True,1.029992,-2.008487,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.425,1,1191,ITERATING,True,1.029992,-2.008498,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.43,1,1192,NEXT_STEP,True,1.029992,-2.008501,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.45,1,1194,ITERATING,True,1.029992,-2.008515,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.455,1,1195,NEXT_STEP,True,1.029992,-2.008519,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.475,1,1197,ITERATING,True,1.029992,-2.008536,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.48,1,1198,NEXT_STEP,True,1.029992,-2.008541,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.5,1,1200,ITERATING,True,1.029992,-2.008561,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.505,1,1201,NEXT_STEP,True,1.029992,-2.008566,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.525,1,1203,ITERATING,True,1.029992,-2.008589,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.53,1,1204,NEXT_STEP,True,1.029992,-2.008595,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.55,1,1206,ITERATING,True,1.029992,-2.008621,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.555,1,1207,NEXT_STEP,True,1.029992,-2.008628,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.575,1,1209,ITERATING,True,1.029992,-2.008656,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.58,1,1210,NEXT_STEP,True,1.029992,-2.008664,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.6,1,1212,ITERATING,True,1.029992,-2.008695,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.605,1,1213,NEXT_STEP,True,1.029992,-2.008703,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.625,1,1215,ITERATING,True,1.029992,-2.008736,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.63,1,1216,NEXT_STEP,True,1.029992,-2.008745,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.65,1,1218,ITERATING,True,1.029992,-2.008781,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.655,1,1219,NEXT_STEP,True,1.029992,-2.00879,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.675,1,1221,ITERATING,True,1.029992,-2.008828,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.68,1,1222,NEXT_STEP,True,1.029992,-2.008838,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.7,1,1224,ITERATING,True,1.029992,-2.008878,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.705,1,1225,NEXT_STEP,True,1.029992,-2.008888,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.725,1,1227,ITERATING,True,1.029992,-2.008929,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.73,1,1228,NEXT_STEP,True,1.029992,-2.00894,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.75,1,1230,ITERATING,True,1.029992,-2.008983,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.755,1,1231,NEXT_STEP,True,1.029992,-2.008994,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.775,1,1233,ITERATING,True,1.029992,-2.00904,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.78,1,1234,NEXT_STEP,True,1.029992,-2.009051,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.8,1,1236,ITERATING,True,1.029992,-2.009098,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.805,1,1237,NEXT_STEP,True,1.029992,-2.00911,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.825,1,1239,ITERATING,True,1.029992,-2.009158,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.83,1,1240,NEXT_STEP,True,1.029992,-2.00917,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.85,1,1242,ITERATING,True,1.029992,-2.00922,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.855,1,1243,NEXT_STEP,True,1.029992,-2.009232,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.875,1,1245,ITERATING,True,1.029992,-2.009284,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.88,1,1246,NEXT_STEP,True,1.029992,-2.009297,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.9,1,1248,ITERATING,True,1.029992,-2.009349,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.905,1,1249,NEXT_STEP,True,1.029992,-2.009362,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.925,1,1251,ITERATING,True,1.029992,-2.009416,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.93,1,1252,NEXT_STEP,True,1.029992,-2.00943,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.95,1,1254,ITERATING,True,1.029992,-2.009484,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.955,1,1255,NEXT_STEP,True,1.029992,-2.009498,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.975,1,1257,ITERATING,True,1.029992,-2.009554,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
7.98,1,1258,NEXT_STEP,True,1.029992,-2.009569,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.0,1,1260,ITERATING,True,1.029992,-2.009626,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.005,1,1261,NEXT_STEP,True,1.029992,-2.00964,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.025,1,1263,ITERATING,True,1.029992,-2.009699,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.03,1,1264,NEXT_STEP,True,1.029992,-2.009713,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.05,1,1266,ITERATING,True,1.029992,-2.009773,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.055,1,1267,NEXT_STEP,True,1.029992,-2.009787,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.075,1,1269,ITERATING,True,1.029992,-2.009848,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.08,1,1270,NEXT_STEP,True,1.029992,-2.009863,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.1,1,1272,ITERATING,True,1.029992,-2.009924,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.105,1,1273,NEXT_STEP,True,1.029992,-2.009939,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.125,1,1275,ITERATING,True,1.029992,-2.010001,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.13,1,1276,NEXT_STEP,True,1.029992,-2.010017,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.15,1,1278,ITERATING,True,1.029992,-2.010079,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.155,1,1279,NEXT_STEP,True,1.029992,-2.010095,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.175,1,1281,ITERATING,True,1.029992,-2.010158,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
8.18,1,1282,NEXT_STEP,True,1.029992,-2.010174,650,1.029836,1.02981,1.029868,1.02983,1.029836,dist_bus,650,1.029836,1.029836,1.029836,DISABLED,1.029992,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
