mode_index,real_part,imag_part,freq_hz,damping_ratio,stability
16,-50.53522285521598,35.4782336573527,5.646536258736935,0.8184430635842675,stable
17,-50.53522285521598,-35.4782336573527,5.646536258736935,0.8184430635842675,stable
32,-50.58933832341005,35.4650389080212,5.644436249157968,0.818832490896559,stable
33,-50.58933832341005,-35.4650389080212,5.644436249157968,0.818832490896559,stable
36,-50.59641243612063,35.46100253188503,5.643793839943719,0.8189009192757233,stable
37,-50.59641243612063,-35.46100253188503,5.643793839943719,0.8189009192757233,stable
34,-50.60632482504383,35.45870313157854,5.643427879018794,0.8189712429957632,stable
35,-50.60632482504383,-35.45870313157854,5.643427879018794,0.8189712429957632,stable
30,-50.6513210401302,35.446710458762546,5.641519185859244,0.8193019350202162,stable
31,-50.6513210401302,-35.446710458762546,5.641519185859244,0.8193019350202162,stable
26,-50.8333038143701,35.41343557673649,5.636223323903998,0.8205180627364875,stable
27,-50.8333038143701,-35.41343557673649,5.636223323903998,0.8205180627364875,stable
28,-50.97685477429111,35.40155017396295,5.634331703301951,0.8213627445845298,stable
29,-50.97685477429111,-35.40155017396295,5.634331703301951,0.8213627445845298,stable
24,-51.04881952020295,35.38443484391662,5.6316077139224285,0.821868488176844,stable
25,-51.04881952020295,-35.38443484391662,5.6316077139224285,0.821868488176844,stable
12,-51.11385227182723,35.357703767391904,5.627353330959352,0.8224090663683505,stable
13,-51.11385227182723,-35.357703767391904,5.627353330959352,0.8224090663683505,stable
22,-51.25919312169931,35.369113680481576,5.629169275027822,0.8230780857637958,stable
23,-51.25919312169931,-35.369113680481576,5.629169275027822,0.8230780857637958,stable
14,-51.364936938765496,35.32663858833489,5.622409154154393,0.8239427290186423,stable
15,-51.364936938765496,-35.32663858833489,5.622409154154393,0.8239427290186423,stable
20,-51.391673528789276,35.3610043633582,5.627878637122537,0.8238231250457194,stable
21,-51.391673528789276,-35.3610043633582,5.627878637122537,0.8238231250457194,stable
18,-51.48141416208429,35.34996418861147,5.626121538738997,0.8243670337250171,stable
19,-51.48141416208429,-35.34996418861147,5.626121538738997,0.8243670337250171,stable
8,-51.71606398554206,35.38078346111566,5.631026578300535,0.8253362061217537,stable
9,-51.71606398554206,-35.38078346111566,5.631026578300535,0.8253362061217537,stable
10,-51.759371547676864,35.36685086151058,5.628809136203266,0.8256598966940211,stable
11,-51.759371547676864,-35.36685086151058,5.628809136203266,0.8256598966940211,stable
6,-52.100605417380955,35.39749765676404,5.633686725157779,0.8271546479546544,stable
7,-52.100605417380955,-35.39749765676404,5.633686725157779,0.8271546479546544,stable
4,-52.20379739451012,35.36833494380199,5.629045335235899,0.8278857567812169,stable
5,-52.20379739451012,-35.36833494380199,5.629045335235899,0.8278857567812169,stable
2,-52.3322855688985,35.40008533517332,5.634098566967749,0.8282919827708618,stable
3,-52.3322855688985,-35.40008533517332,5.634098566967749,0.8282919827708618,stable
0,-52.469559799839644,35.47573275344792,5.646138227518292,0.828418075532817,stable
1,-52.469559799839644,-35.47573275344792,5.646138227518292,0.828418075532817,stable
